Fight_Card,Date,Location,Title_Fight,Referee,Decision,Winner,Weightclass,R_Fighter,R_Knockdowns,R_Sig_Str_Landed,R_Sig_Str_Thrown,R_Str_Landed,R_Str_Thrown,R_Takedowns_Landed,R_Takedowns_Attempted,R_Sub_Attempted,R_Passes,R_Reversals,R_Sig_Str_Head_Landed,R_Sig_Str_Head_Attempted,R_Sig_Str_Body_Landed,R_Sig_Str_Body_Attempted,R_Sig_Str_Leg_Landed,R_Sig_Str_Leg_Attempted,R_Sig_Str_Distance_Landed,R_Sig_Str_Distance_Attempted,R_Sig_Str_Clinch_Landed,R_Sig_Str_Clinch_Attempted,R_Sig_Str_Ground_Landed,R_Sig_Str_Ground_Attempted,R_Ro1_Knockdowns,R_Ro1_Sig_Str_Landed,R_Ro1_Sig_Str_Thrown,R_Ro1_Str_Landed,R_Ro1_Str_Thrown,R_Ro1_Takedowns_Landed,R_Ro1_Takedowns_Attempted,R_Ro1_Sub_Attempted,R_Ro1_Passes,R_Ro1_Reversals,R_Ro1_Sig_Str_Head_Landed,R_Ro1_Sig_Str_Head_Attempted,R_Ro1_Sig_Str_Body_Landed,R_Ro1_Sig_Str_Body_Attempted,R_Ro1_Sig_Str_Leg_Landed,R_Ro1_Sig_Str_Leg_Attempted,R_Ro1_Sig_Str_Distance_Landed,R_Ro1_Sig_Str_Distance_Attempted,R_Ro1_Sig_Str_Clinch_Landed,R_Ro1_Sig_Str_Clinch_Attempted,R_Ro1_Sig_Str_Ground_Landed,R_Ro1_Sig_Str_Ground_Attempted,R_Ro2_Knockdowns,R_Ro2_Sig_Str_Landed,R_Ro2_Sig_Str_Thrown,R_Ro2_Str_Landed,R_Ro2_Str_Thrown,R_Ro2_Takedowns_Landed,R_Ro2_Takedowns_Attempted,R_Ro2_Sub_Attempted,R_Ro2_Passes,R_Ro2_Reversals,R_Ro2_Sig_Str_Head_Landed,R_Ro2_Sig_Str_Head_Attempted,R_Ro2_Sig_Str_Body_Landed,R_Ro2_Sig_Str_Body_Attempted,R_Ro2_Sig_Str_Leg_Landed,R_Ro2_Sig_Str_Leg_Attempted,R_Ro2_Sig_Str_Distance_Landed,R_Ro2_Sig_Str_Distance_Attempted,R_Ro2_Sig_Str_Clinch_Landed,R_Ro2_Sig_Str_Clinch_Attempted,R_Ro2_Sig_Str_Ground_Landed,R_Ro2_Sig_Str_Ground_Attempted,R_Ro3_Knockdowns,R_Ro3_Sig_Str_Landed,R_Ro3_Sig_Str_Thrown,R_Ro3_Str_Landed,R_Ro3_Str_Thrown,R_Ro3_Takedowns_Landed,R_Ro3_Takedowns_Attempted,R_Ro3_Sub_Attempted,R_Ro3_Passes,R_Ro3_Reversals,R_Ro3_Sig_Str_Head_Landed,R_Ro3_Sig_Str_Head_Attempted,R_Ro3_Sig_Str_Body_Landed,R_Ro3_Sig_Str_Body_Attempted,R_Ro3_Sig_Str_Leg_Landed,R_Ro3_Sig_Str_Leg_Attempted,R_Ro3_Sig_Str_Distance_Landed,R_Ro3_Sig_Str_Distance_Attempted,R_Ro3_Sig_Str_Clinch_Landed,R_Ro3_Sig_Str_Clinch_Attempted,R_Ro3_Sig_Str_Ground_Landed,R_Ro3_Sig_Str_Ground_Attempted,R_Ro4_Knockdowns,R_Ro4_Sig_Str_Landed,R_Ro4_Sig_Str_Thrown,R_Ro4_Str_Landed,R_Ro4_Str_Thrown,R_Ro4_Takedowns_Landed,R_Ro4_Takedowns_Attempted,R_Ro4_Sub_Attempted,R_Ro4_Passes,R_Ro4_Reversals,R_Ro4_Sig_Str_Head_Landed,R_Ro4_Sig_Str_Head_Attempted,R_Ro4_Sig_Str_Body_Landed,R_Ro4_Sig_Str_Body_Attempted,R_Ro4_Sig_Str_Leg_Landed,R_Ro4_Sig_Str_Leg_Attempted,R_Ro4_Sig_Str_Distance_Landed,R_Ro4_Sig_Str_Distance_Attempted,R_Ro4_Sig_Str_Clinch_Landed,R_Ro4_Sig_Str_Clinch_Attempted,R_Ro4_Sig_Str_Ground_Landed,R_Ro4_Sig_Str_Ground_Attempted,R_Ro5_Knockdowns,R_Ro5_Sig_Str_Landed,R_Ro5_Sig_Str_Thrown,R_Ro5_Str_Landed,R_Ro5_Str_Thrown,R_Ro5_Takedowns_Landed,R_Ro5_Takedowns_Attempted,R_Ro5_Sub_Attempted,R_Ro5_Passes,R_Ro5_Reversals,R_Ro5_Sig_Str_Head_Landed,R_Ro5_Sig_Str_Head_Attempted,R_Ro5_Sig_Str_Body_Landed,R_Ro5_Sig_Str_Body_Attempted,R_Ro5_Sig_Str_Leg_Landed,R_Ro5_Sig_Str_Leg_Attempted,R_Ro5_Sig_Str_Distance_Landed,R_Ro5_Sig_Str_Distance_Attempted,R_Ro5_Sig_Str_Clinch_Landed,R_Ro5_Sig_Str_Clinch_Attempted,R_Ro5_Sig_Str_Ground_Landed,R_Ro5_Sig_Str_Ground_Attempted,B_Fighter,B_Knockdowns,B_Sig_Str_Landed,B_Sig_Str_Thrown,B_Str_Landed,B_Str_Thrown,B_Takedowns_Landed,B_Takedowns_Attempted,B_Sub_Attempted,B_Passes,B_Reversals,B_Sig_Str_Head_Landed,B_Sig_Str_Head_Attempted,B_Sig_Str_Body_Landed,B_Sig_Str_Body_Attempted,B_Sig_Str_Leg_Landed,B_Sig_Str_Leg_Attempted,B_Sig_Str_Distance_Landed,B_Sig_Str_Distance_Attempted,B_Sig_Str_Clinch_Landed,B_Sig_Str_Clinch_Attempted,B_Sig_Str_Ground_Landed,B_Sig_Str_Ground_Attempted,B_Ro1_Knockdowns,B_Ro1_Sig_Str_Landed,B_Ro1_Sig_Str_Thrown,B_Ro1_Str_Landed,B_Ro1_Str_Thrown,B_Ro1_Takedowns_Landed,B_Ro1_Takedowns_Attempted,B_Ro1_Sub_Attempted,B_Ro1_Passes,B_Ro1_Reversals,B_Ro1_Sig_Str_Head_Landed,B_Ro1_Sig_Str_Head_Attempted,B_Ro1_Sig_Str_Body_Landed,B_Ro1_Sig_Str_Body_Attempted,B_Ro1_Sig_Str_Leg_Landed,B_Ro1_Sig_Str_Leg_Attempted,B_Ro1_Sig_Str_Distance_Landed,B_Ro1_Sig_Str_Distance_Attempted,B_Ro1_Sig_Str_Clinch_Landed,B_Ro1_Sig_Str_Clinch_Attempted,B_Ro1_Sig_Str_Ground_Landed,B_Ro1_Sig_Str_Ground_Attempted,B_Ro2_Knockdowns,B_Ro2_Sig_Str_Landed,B_Ro2_Sig_Str_Thrown,B_Ro2_Str_Landed,B_Ro2_Str_Thrown,B_Ro2_Takedowns_Landed,B_Ro2_Takedowns_Attempted,B_Ro2_Sub_Attempted,B_Ro2_Passes,B_Ro2_Reversals,B_Ro2_Sig_Str_Head_Landed,B_Ro2_Sig_Str_Head_Attempted,B_Ro2_Sig_Str_Body_Landed,B_Ro2_Sig_Str_Body_Attempted,B_Ro2_Sig_Str_Leg_Landed,B_Ro2_Sig_Str_Leg_Attempted,B_Ro2_Sig_Str_Distance_Landed,B_Ro2_Sig_Str_Distance_Attempted,B_Ro2_Sig_Str_Clinch_Landed,B_Ro2_Sig_Str_Clinch_Attempted,B_Ro2_Sig_Str_Ground_Landed,B_Ro2_Sig_Str_Ground_Attempted,B_Ro3_Knockdowns,B_Ro3_Sig_Str_Landed,B_Ro3_Sig_Str_Thrown,B_Ro3_Str_Landed,B_Ro3_Str_Thrown,B_Ro3_Takedowns_Landed,B_Ro3_Takedowns_Attempted,B_Ro3_Sub_Attempted,B_Ro3_Passes,B_Ro3_Reversals,B_Ro3_Sig_Str_Head_Landed,B_Ro3_Sig_Str_Head_Attempted,B_Ro3_Sig_Str_Body_Landed,B_Ro3_Sig_Str_Body_Attempted,B_Ro3_Sig_Str_Leg_Landed,B_Ro3_Sig_Str_Leg_Attempted,B_Ro3_Sig_Str_Distance_Landed,B_Ro3_Sig_Str_Distance_Attempted,B_Ro3_Sig_Str_Clinch_Landed,B_Ro3_Sig_Str_Clinch_Attempted,B_Ro3_Sig_Str_Ground_Landed,B_Ro3_Sig_Str_Ground_Attempted,B_Ro4_Knockdowns,B_Ro4_Sig_Str_Landed,B_Ro4_Sig_Str_Thrown,B_Ro4_Str_Landed,B_Ro4_Str_Thrown,B_Ro4_Takedowns_Landed,B_Ro4_Takedowns_Attempted,B_Ro4_Sub_Attempted,B_Ro4_Passes,B_Ro4_Reversals,B_Ro4_Sig_Str_Head_Landed,B_Ro4_Sig_Str_Head_Attempted,B_Ro4_Sig_Str_Body_Landed,B_Ro4_Sig_Str_Body_Attempted,B_Ro4_Sig_Str_Leg_Landed,B_Ro4_Sig_Str_Leg_Attempted,B_Ro4_Sig_Str_Distance_Landed,B_Ro4_Sig_Str_Distance_Attempted,B_Ro4_Sig_Str_Clinch_Landed,B_Ro4_Sig_Str_Clinch_Attempted,B_Ro4_Sig_Str_Ground_Landed,B_Ro4_Sig_Str_Ground_Attempted,B_Ro5_Knockdowns,B_Ro5_Sig_Str_Landed,B_Ro5_Sig_Str_Thrown,B_Ro5_Str_Landed,B_Ro5_Str_Thrown,B_Ro5_Takedowns_Landed,B_Ro5_Takedowns_Attempted,B_Ro5_Sub_Attempted,B_Ro5_Passes,B_Ro5_Reversals,B_Ro5_Sig_Str_Head_Landed,B_Ro5_Sig_Str_Head_Attempted,B_Ro5_Sig_Str_Body_Landed,B_Ro5_Sig_Str_Body_Attempted,B_Ro5_Sig_Str_Leg_Landed,B_Ro5_Sig_Str_Leg_Attempted,B_Ro5_Sig_Str_Distance_Landed,B_Ro5_Sig_Str_Distance_Attempted,B_Ro5_Sig_Str_Clinch_Landed,B_Ro5_Sig_Str_Clinch_Attempted,B_Ro5_Sig_Str_Ground_Landed,B_Ro5_Sig_Str_Ground_Attempted
UFC 247: Jones vs. Reyes,February 08 2020,Houston Texas USA,False,Dan Miragliotta,U-DEC,Derrick Lewis,Heavyweight,Derrick Lewis,0,20,50,27,58,0,1,0,0,0,12,39,8,10,0,1,12,38,8,12,0,0,0,7,13,13,19,0,1,0,0,0,2,8,5,5,0,0,4,9,3,4,0,0,0,2,13,2,14,0,0,0,0,0,0,9,2,3,0,1,2,11,0,2,0,0,0,11,24,12,25,0,0,0,0,0,10,22,1,2,0,0,6,18,5,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ilir Latifi,0,5,12,62,77,3,7,0,2,0,2,8,1,1,2,3,3,8,2,4,0,0,0,2,6,6,10,0,3,0,0,0,1,5,1,1,0,0,0,2,2,4,0,0,0,2,5,32,40,2,2,0,1,0,0,2,0,0,2,3,2,5,0,0,0,0,0,1,1,24,27,1,2,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 247: Jones vs. Reyes,February 08 2020,Houston Texas USA,False,Jacob Montalvo,S-DEC,Trevin Giles,Middleweight,Trevin Giles,0,71,148,88,167,0,0,1,3,1,63,139,6,7,2,2,36,92,7,16,28,40,0,8,20,12,25,0,0,0,0,1,7,19,1,1,0,0,5,13,1,3,2,4,0,41,77,49,85,0,0,1,3,0,37,73,3,3,1,1,12,33,3,8,26,36,0,22,51,27,57,0,0,0,0,0,19,47,2,3,1,1,19,46,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Krause,0,44,80,59,98,1,4,4,1,0,18,49,8,12,18,19,39,74,5,6,0,0,0,5,5,15,16,1,1,3,1,0,1,1,1,1,3,3,4,4,1,1,0,0,0,10,22,11,25,0,1,1,0,0,1,9,3,7,6,6,10,22,0,0,0,0,0,29,53,33,57,0,2,0,0,0,16,39,4,4,9,10,25,48,4,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 247: Jones vs. Reyes,February 08 2020,Houston Texas USA,False,Jeff Rexroad,S-DEC,Lauren Murphy,Women's Flyweight,Lauren Murphy,0,80,197,107,228,2,4,0,1,1,70,181,9,15,1,1,75,190,5,7,0,0,0,32,80,33,82,1,1,0,1,0,28,74,4,6,0,0,31,77,1,3,0,0,0,33,73,41,84,1,3,0,0,0,30,68,2,4,1,1,31,71,2,2,0,0,0,15,44,33,62,0,0,0,0,1,12,39,3,5,0,0,13,42,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrea Lee,0,104,267,107,271,0,3,1,0,0,51,194,34,51,19,22,99,261,4,5,1,1,0,43,104,44,106,0,1,0,0,0,18,74,16,20,9,10,41,101,1,2,1,1,0,38,103,39,104,0,1,0,0,0,21,77,11,20,6,6,38,103,0,0,0,0,0,23,60,24,61,0,1,1,0,0,12,43,7,11,4,6,20,57,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 247: Jones vs. Reyes,February 08 2020,Houston Texas USA,False,Kerry Hatley,KO/TKO,Khaos Williams,Welterweight,Alex Morono,0,1,4,1,4,0,0,0,0,0,1,3,0,1,0,0,1,4,0,0,0,0,0,1,4,1,4,0,0,0,0,0,1,3,0,1,0,0,1,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khaos Williams,1,10,17,10,17,0,1,0,0,0,6,12,4,4,0,1,4,10,4,4,2,3,1,10,17,10,17,0,1,0,0,0,6,12,4,4,0,1,4,10,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 247: Jones vs. Reyes,February 08 2020,Houston Texas USA,False,Dan Miragliotta,KO/TKO,Mario Bautista,Bantamweight,Miles Johns,0,13,44,13,44,0,0,0,0,0,11,42,0,0,2,2,13,44,0,0,0,0,0,7,25,7,25,0,0,0,0,0,6,24,0,0,1,1,7,25,0,0,0,0,0,6,19,6,19,0,0,0,0,0,5,18,0,0,1,1,6,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Bautista,1,18,67,18,67,0,0,0,0,0,18,64,0,0,0,3,9,57,0,0,9,10,0,4,38,4,38,0,0,0,0,0,4,36,0,0,0,2,4,38,0,0,0,0,1,14,29,14,29,0,0,0,0,0,14,28,0,0,0,1,5,19,0,0,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 247: Jones vs. Reyes,February 08 2020,Houston Texas USA,False,Jacob Montalvo,Overturned,Domingo Pilarte,Bantamweight,Domingo Pilarte,0,1,4,1,4,0,0,0,0,0,0,3,1,1,0,0,0,2,1,2,0,0,0,1,4,1,4,0,0,0,0,0,0,3,1,1,0,0,0,2,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journey Newson,1,6,10,7,13,0,0,0,0,0,6,10,0,0,0,0,1,5,0,0,5,5,1,6,10,7,13,0,0,0,0,0,6,10,0,0,0,0,1,5,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 247: Jones vs. Reyes,February 08 2020,Houston Texas USA,False,Kerry Hatley,S-DEC,Andre Ewell,Bantamweight,Andre Ewell,0,80,177,85,184,0,0,0,0,0,32,123,43,49,5,5,78,172,2,5,0,0,0,27,55,29,58,0,0,0,0,0,10,37,13,14,4,4,27,54,0,1,0,0,0,34,65,37,69,0,0,0,0,0,15,45,18,19,1,1,32,61,2,4,0,0,0,19,57,19,57,0,0,0,0,0,7,41,12,16,0,0,19,57,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jonathan Martinez,0,66,142,74,151,0,3,0,0,0,30,88,15,27,21,27,65,141,1,1,0,0,0,17,34,25,43,0,1,0,0,0,7,20,4,7,6,7,16,33,1,1,0,0,0,29,58,29,58,0,2,0,0,0,16,37,5,8,8,13,29,58,0,0,0,0,0,20,50,20,50,0,0,0,0,0,7,31,6,12,7,7,20,50,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 247: Jones vs. Reyes,February 08 2020,Houston Texas USA,False,Jeff Rexroad,U-DEC,Youssef Zalal,Featherweight,Austin Lingo,0,12,61,16,68,1,1,0,1,0,5,47,5,10,2,4,11,56,1,5,0,0,0,8,30,10,32,1,1,0,1,0,4,22,3,6,1,2,7,26,1,4,0,0,0,0,11,2,14,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,4,20,4,22,0,0,0,0,0,1,14,2,4,1,2,4,19,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youssef Zalal,0,31,55,49,80,6,12,2,2,0,16,37,6,9,9,9,28,51,2,2,1,2,0,16,31,18,36,1,5,0,0,0,10,23,2,4,4,4,15,29,1,1,0,1,0,5,6,13,16,2,4,2,1,0,2,3,1,1,2,2,4,5,1,1,0,0,0,10,18,18,28,3,3,0,1,0,4,11,3,4,3,3,9,17,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Blaydes vs. Dos Santos,January 25 2020,Raleigh North Carolina USA,False,Dan Miragliotta,KO/TKO,Curtis Blaydes,Heavyweight,Curtis Blaydes,0,28,60,29,62,0,6,0,0,0,20,51,3,3,5,6,19,51,9,9,0,0,0,14,38,15,40,0,4,0,0,0,8,32,2,2,4,4,14,38,0,0,0,0,0,14,22,14,22,0,2,0,0,0,12,19,1,1,1,2,5,13,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Junior Dos Santos,0,7,30,7,30,0,0,0,0,0,3,23,2,4,2,3,7,30,0,0,0,0,0,5,23,5,23,0,0,0,0,0,2,18,2,3,1,2,5,23,0,0,0,0,0,2,7,2,7,0,0,0,0,0,1,5,0,1,1,1,2,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Blaydes vs. Dos Santos,January 25 2020,Raleigh North Carolina USA,False,Kevin MacDonald,U-DEC,Michael Chiesa,Welterweight,Rafael Dos Anjos,0,14,36,23,52,0,1,0,0,0,2,23,4,4,8,9,14,36,0,0,0,0,0,4,9,5,12,0,0,0,0,0,1,6,2,2,1,1,4,9,0,0,0,0,0,8,24,11,29,0,1,0,0,0,0,15,2,2,6,7,8,24,0,0,0,0,0,2,3,7,11,0,0,0,0,0,1,2,0,0,1,1,2,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Chiesa,0,9,51,54,107,6,8,0,3,0,6,45,2,5,1,1,9,49,0,1,0,1,0,1,12,2,16,2,3,0,1,0,0,11,1,1,0,0,1,12,0,0,0,0,0,7,34,12,39,3,4,0,0,0,5,29,1,4,1,1,7,33,0,1,0,0,0,1,5,40,52,1,1,0,2,0,1,5,0,0,0,0,1,4,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Blaydes vs. Dos Santos,January 25 2020,Raleigh North Carolina USA,False,Dan Miragliotta,SUB,Alex Perez,Flyweight,Jordan Espinosa,0,2,13,2,13,0,0,0,0,0,1,9,0,0,1,4,2,13,0,0,0,0,0,2,13,2,13,0,0,0,0,0,1,9,0,0,1,4,2,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Perez,0,2,9,16,23,1,1,1,1,0,0,6,0,1,2,2,2,9,0,0,0,0,0,2,9,16,23,1,1,1,1,0,0,6,0,1,2,2,2,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Blaydes vs. Dos Santos,January 25 2020,Raleigh North Carolina USA,False,Kevin MacDonald,KO/TKO,Angela Hill,Women's Strawweight,Hannah Cifers,0,46,108,50,114,0,0,0,0,0,16,67,12,19,18,22,43,100,3,8,0,0,0,32,78,36,84,0,0,0,0,0,10,46,10,16,12,16,29,71,3,7,0,0,0,14,30,14,30,0,0,0,0,0,6,21,2,3,6,6,14,29,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angela Hill,0,70,155,80,170,1,1,0,2,0,57,136,12,18,1,1,38,106,3,6,29,43,0,32,84,32,84,0,0,0,0,0,22,69,9,14,1,1,29,78,3,6,0,0,0,38,71,48,86,1,1,0,2,0,35,67,3,4,0,0,9,28,0,0,29,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Blaydes vs. Dos Santos,January 25 2020,Raleigh North Carolina USA,False,Dan Miragliotta,U-DEC,Jamahal Hill,Light Heavyweight,Jamahal Hill,0,101,233,102,236,0,0,0,0,0,49,167,40,53,12,13,101,232,0,1,0,0,0,27,64,27,64,0,0,0,0,0,11,44,14,17,2,3,27,64,0,0,0,0,0,54,119,54,119,0,0,0,0,0,29,89,22,27,3,3,54,119,0,0,0,0,0,20,50,21,53,0,0,0,0,0,9,34,4,9,7,7,20,49,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darko Stosic,0,31,72,32,81,6,9,0,4,0,20,56,3,7,8,9,25,59,0,1,6,12,0,13,29,13,30,1,1,0,1,0,10,22,1,5,2,2,13,29,0,0,0,0,0,8,24,8,24,1,3,0,0,0,3,19,2,2,3,3,8,22,0,1,0,1,0,10,19,11,27,4,5,0,3,0,7,15,0,0,3,4,4,8,0,0,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Blaydes vs. Dos Santos,January 25 2020,Raleigh North Carolina USA,False,Kevin MacDonald,U-DEC,Bevon Lewis,Middleweight,Bevon Lewis,0,36,82,94,146,0,3,0,0,0,16,56,14,20,6,6,22,58,14,24,0,0,0,17,39,42,67,0,0,0,0,0,7,26,7,10,3,3,9,26,8,13,0,0,0,17,31,33,48,0,1,0,0,0,8,21,6,7,3,3,12,21,5,10,0,0,0,2,12,19,31,0,2,0,0,0,1,9,1,3,0,0,1,11,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dequan Townsend,0,28,65,55,99,0,0,0,0,0,7,42,18,19,3,4,16,50,12,15,0,0,0,12,28,15,31,0,0,0,0,0,4,19,6,6,2,3,8,21,4,7,0,0,0,10,22,17,31,0,0,0,0,0,2,13,8,9,0,0,4,16,6,6,0,0,0,6,15,23,37,0,0,0,0,0,1,10,4,4,1,1,4,13,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Blaydes vs. Dos Santos,January 25 2020,Raleigh North Carolina USA,False,Wayne Spinola,U-DEC,Arnold Allen,Featherweight,Arnold Allen,0,63,131,68,137,0,1,0,0,0,58,124,5,7,0,0,61,128,2,3,0,0,0,20,41,20,41,0,1,0,0,0,19,39,1,2,0,0,20,41,0,0,0,0,0,29,56,30,57,0,0,0,0,0,27,53,2,3,0,0,28,54,1,2,0,0,0,14,34,18,39,0,0,0,0,0,12,32,2,2,0,0,13,33,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nik Lentz,0,49,172,63,190,0,9,0,0,0,25,140,16,23,8,9,42,162,7,10,0,0,0,16,49,20,55,0,4,0,0,0,8,41,6,6,2,2,14,47,2,2,0,0,0,24,68,27,73,0,2,0,0,0,13,54,8,10,3,4,19,60,5,8,0,0,0,9,55,16,62,0,3,0,0,0,4,45,2,7,3,3,9,55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Blaydes vs. Dos Santos,January 25 2020,Raleigh North Carolina USA,False,Kevin MacDonald,U-DEC,Justine Kish,Women's Flyweight,Justine Kish,0,62,129,66,135,1,1,0,1,0,17,70,16,23,29,36,50,108,10,14,2,7,0,21,43,22,45,0,0,0,0,0,5,25,6,7,10,11,16,38,5,5,0,0,0,23,41,24,42,0,0,0,0,0,6,20,7,10,10,11,20,34,3,7,0,0,0,18,45,20,48,1,1,0,1,0,6,25,3,6,9,14,14,36,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucie Pudilova,0,29,143,47,165,0,0,0,0,0,22,131,6,11,1,1,25,137,4,6,0,0,0,11,46,17,55,0,0,0,0,0,7,41,4,5,0,0,7,42,4,4,0,0,0,11,51,16,57,0,0,0,0,0,9,47,1,3,1,1,11,50,0,1,0,0,0,7,46,14,53,0,0,0,0,0,6,43,1,3,0,0,7,45,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Blaydes vs. Dos Santos,January 25 2020,Raleigh North Carolina USA,False,Dan Miragliotta,U-DEC,Montel Jackson,Bantamweight,Montel Jackson,1,75,103,96,130,11,15,0,3,0,64,91,9,10,2,2,32,47,43,55,0,1,0,41,54,47,61,4,6,0,0,0,34,46,5,6,2,2,21,30,20,24,0,0,1,24,32,29,40,4,5,0,2,0,21,29,3,3,0,0,2,3,22,28,0,1,0,10,17,20,29,3,4,0,1,0,9,16,1,1,0,0,9,14,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felipe Colares,0,7,28,8,31,1,8,3,1,0,2,17,4,8,1,3,6,23,1,5,0,0,0,3,13,4,16,0,2,0,0,0,1,6,2,5,0,2,2,10,1,3,0,0,0,2,6,2,6,0,2,2,0,0,0,4,2,2,0,0,2,4,0,2,0,0,0,2,9,2,9,1,4,1,1,0,1,7,0,1,1,1,2,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
