Fight_Card,Date,Location,Title_Fight,Referee,Decision,Winner,Weightclass,R_Fighter,R_Knockdowns,R_Sig_Str_Landed,R_Sig_Str_Thrown,R_Str_Landed,R_Str_Thrown,R_Takedowns_Landed,R_Takedowns_Attempted,R_Sub_Attempted,R_Passes,R_Reversals,R_Sig_Str_Head_Landed,R_Sig_Str_Head_Attempted,R_Sig_Str_Body_Landed,R_Sig_Str_Body_Attempted,R_Sig_Str_Leg_Landed,R_Sig_Str_Leg_Attempted,R_Sig_Str_Distance_Landed,R_Sig_Str_Distance_Attempted,R_Sig_Str_Clinch_Landed,R_Sig_Str_Clinch_Attempted,R_Sig_Str_Ground_Landed,R_Sig_Str_Ground_Attempted,R_Ro1_Knockdowns,R_Ro1_Sig_Str_Landed,R_Ro1_Sig_Str_Thrown,R_Ro1_Str_Landed,R_Ro1_Str_Thrown,R_Ro1_Takedowns_Landed,R_Ro1_Takedowns_Attempted,R_Ro1_Sub_Attempted,R_Ro1_Passes,R_Ro1_Reversals,R_Ro1_Sig_Str_Head_Landed,R_Ro1_Sig_Str_Head_Attempted,R_Ro1_Sig_Str_Body_Landed,R_Ro1_Sig_Str_Body_Attempted,R_Ro1_Sig_Str_Leg_Landed,R_Ro1_Sig_Str_Leg_Attempted,R_Ro1_Sig_Str_Distance_Landed,R_Ro1_Sig_Str_Distance_Attempted,R_Ro1_Sig_Str_Clinch_Landed,R_Ro1_Sig_Str_Clinch_Attempted,R_Ro1_Sig_Str_Ground_Landed,R_Ro1_Sig_Str_Ground_Attempted,R_Ro2_Knockdowns,R_Ro2_Sig_Str_Landed,R_Ro2_Sig_Str_Thrown,R_Ro2_Str_Landed,R_Ro2_Str_Thrown,R_Ro2_Takedowns_Landed,R_Ro2_Takedowns_Attempted,R_Ro2_Sub_Attempted,R_Ro2_Passes,R_Ro2_Reversals,R_Ro2_Sig_Str_Head_Landed,R_Ro2_Sig_Str_Head_Attempted,R_Ro2_Sig_Str_Body_Landed,R_Ro2_Sig_Str_Body_Attempted,R_Ro2_Sig_Str_Leg_Landed,R_Ro2_Sig_Str_Leg_Attempted,R_Ro2_Sig_Str_Distance_Landed,R_Ro2_Sig_Str_Distance_Attempted,R_Ro2_Sig_Str_Clinch_Landed,R_Ro2_Sig_Str_Clinch_Attempted,R_Ro2_Sig_Str_Ground_Landed,R_Ro2_Sig_Str_Ground_Attempted,R_Ro3_Knockdowns,R_Ro3_Sig_Str_Landed,R_Ro3_Sig_Str_Thrown,R_Ro3_Str_Landed,R_Ro3_Str_Thrown,R_Ro3_Takedowns_Landed,R_Ro3_Takedowns_Attempted,R_Ro3_Sub_Attempted,R_Ro3_Passes,R_Ro3_Reversals,R_Ro3_Sig_Str_Head_Landed,R_Ro3_Sig_Str_Head_Attempted,R_Ro3_Sig_Str_Body_Landed,R_Ro3_Sig_Str_Body_Attempted,R_Ro3_Sig_Str_Leg_Landed,R_Ro3_Sig_Str_Leg_Attempted,R_Ro3_Sig_Str_Distance_Landed,R_Ro3_Sig_Str_Distance_Attempted,R_Ro3_Sig_Str_Clinch_Landed,R_Ro3_Sig_Str_Clinch_Attempted,R_Ro3_Sig_Str_Ground_Landed,R_Ro3_Sig_Str_Ground_Attempted,R_Ro4_Knockdowns,R_Ro4_Sig_Str_Landed,R_Ro4_Sig_Str_Thrown,R_Ro4_Str_Landed,R_Ro4_Str_Thrown,R_Ro4_Takedowns_Landed,R_Ro4_Takedowns_Attempted,R_Ro4_Sub_Attempted,R_Ro4_Passes,R_Ro4_Reversals,R_Ro4_Sig_Str_Head_Landed,R_Ro4_Sig_Str_Head_Attempted,R_Ro4_Sig_Str_Body_Landed,R_Ro4_Sig_Str_Body_Attempted,R_Ro4_Sig_Str_Leg_Landed,R_Ro4_Sig_Str_Leg_Attempted,R_Ro4_Sig_Str_Distance_Landed,R_Ro4_Sig_Str_Distance_Attempted,R_Ro4_Sig_Str_Clinch_Landed,R_Ro4_Sig_Str_Clinch_Attempted,R_Ro4_Sig_Str_Ground_Landed,R_Ro4_Sig_Str_Ground_Attempted,R_Ro5_Knockdowns,R_Ro5_Sig_Str_Landed,R_Ro5_Sig_Str_Thrown,R_Ro5_Str_Landed,R_Ro5_Str_Thrown,R_Ro5_Takedowns_Landed,R_Ro5_Takedowns_Attempted,R_Ro5_Sub_Attempted,R_Ro5_Passes,R_Ro5_Reversals,R_Ro5_Sig_Str_Head_Landed,R_Ro5_Sig_Str_Head_Attempted,R_Ro5_Sig_Str_Body_Landed,R_Ro5_Sig_Str_Body_Attempted,R_Ro5_Sig_Str_Leg_Landed,R_Ro5_Sig_Str_Leg_Attempted,R_Ro5_Sig_Str_Distance_Landed,R_Ro5_Sig_Str_Distance_Attempted,R_Ro5_Sig_Str_Clinch_Landed,R_Ro5_Sig_Str_Clinch_Attempted,R_Ro5_Sig_Str_Ground_Landed,R_Ro5_Sig_Str_Ground_Attempted,B_Fighter,B_Knockdowns,B_Sig_Str_Landed,B_Sig_Str_Thrown,B_Str_Landed,B_Str_Thrown,B_Takedowns_Landed,B_Takedowns_Attempted,B_Sub_Attempted,B_Passes,B_Reversals,B_Sig_Str_Head_Landed,B_Sig_Str_Head_Attempted,B_Sig_Str_Body_Landed,B_Sig_Str_Body_Attempted,B_Sig_Str_Leg_Landed,B_Sig_Str_Leg_Attempted,B_Sig_Str_Distance_Landed,B_Sig_Str_Distance_Attempted,B_Sig_Str_Clinch_Landed,B_Sig_Str_Clinch_Attempted,B_Sig_Str_Ground_Landed,B_Sig_Str_Ground_Attempted,B_Ro1_Knockdowns,B_Ro1_Sig_Str_Landed,B_Ro1_Sig_Str_Thrown,B_Ro1_Str_Landed,B_Ro1_Str_Thrown,B_Ro1_Takedowns_Landed,B_Ro1_Takedowns_Attempted,B_Ro1_Sub_Attempted,B_Ro1_Passes,B_Ro1_Reversals,B_Ro1_Sig_Str_Head_Landed,B_Ro1_Sig_Str_Head_Attempted,B_Ro1_Sig_Str_Body_Landed,B_Ro1_Sig_Str_Body_Attempted,B_Ro1_Sig_Str_Leg_Landed,B_Ro1_Sig_Str_Leg_Attempted,B_Ro1_Sig_Str_Distance_Landed,B_Ro1_Sig_Str_Distance_Attempted,B_Ro1_Sig_Str_Clinch_Landed,B_Ro1_Sig_Str_Clinch_Attempted,B_Ro1_Sig_Str_Ground_Landed,B_Ro1_Sig_Str_Ground_Attempted,B_Ro2_Knockdowns,B_Ro2_Sig_Str_Landed,B_Ro2_Sig_Str_Thrown,B_Ro2_Str_Landed,B_Ro2_Str_Thrown,B_Ro2_Takedowns_Landed,B_Ro2_Takedowns_Attempted,B_Ro2_Sub_Attempted,B_Ro2_Passes,B_Ro2_Reversals,B_Ro2_Sig_Str_Head_Landed,B_Ro2_Sig_Str_Head_Attempted,B_Ro2_Sig_Str_Body_Landed,B_Ro2_Sig_Str_Body_Attempted,B_Ro2_Sig_Str_Leg_Landed,B_Ro2_Sig_Str_Leg_Attempted,B_Ro2_Sig_Str_Distance_Landed,B_Ro2_Sig_Str_Distance_Attempted,B_Ro2_Sig_Str_Clinch_Landed,B_Ro2_Sig_Str_Clinch_Attempted,B_Ro2_Sig_Str_Ground_Landed,B_Ro2_Sig_Str_Ground_Attempted,B_Ro3_Knockdowns,B_Ro3_Sig_Str_Landed,B_Ro3_Sig_Str_Thrown,B_Ro3_Str_Landed,B_Ro3_Str_Thrown,B_Ro3_Takedowns_Landed,B_Ro3_Takedowns_Attempted,B_Ro3_Sub_Attempted,B_Ro3_Passes,B_Ro3_Reversals,B_Ro3_Sig_Str_Head_Landed,B_Ro3_Sig_Str_Head_Attempted,B_Ro3_Sig_Str_Body_Landed,B_Ro3_Sig_Str_Body_Attempted,B_Ro3_Sig_Str_Leg_Landed,B_Ro3_Sig_Str_Leg_Attempted,B_Ro3_Sig_Str_Distance_Landed,B_Ro3_Sig_Str_Distance_Attempted,B_Ro3_Sig_Str_Clinch_Landed,B_Ro3_Sig_Str_Clinch_Attempted,B_Ro3_Sig_Str_Ground_Landed,B_Ro3_Sig_Str_Ground_Attempted,B_Ro4_Knockdowns,B_Ro4_Sig_Str_Landed,B_Ro4_Sig_Str_Thrown,B_Ro4_Str_Landed,B_Ro4_Str_Thrown,B_Ro4_Takedowns_Landed,B_Ro4_Takedowns_Attempted,B_Ro4_Sub_Attempted,B_Ro4_Passes,B_Ro4_Reversals,B_Ro4_Sig_Str_Head_Landed,B_Ro4_Sig_Str_Head_Attempted,B_Ro4_Sig_Str_Body_Landed,B_Ro4_Sig_Str_Body_Attempted,B_Ro4_Sig_Str_Leg_Landed,B_Ro4_Sig_Str_Leg_Attempted,B_Ro4_Sig_Str_Distance_Landed,B_Ro4_Sig_Str_Distance_Attempted,B_Ro4_Sig_Str_Clinch_Landed,B_Ro4_Sig_Str_Clinch_Attempted,B_Ro4_Sig_Str_Ground_Landed,B_Ro4_Sig_Str_Ground_Attempted,B_Ro5_Knockdowns,B_Ro5_Sig_Str_Landed,B_Ro5_Sig_Str_Thrown,B_Ro5_Str_Landed,B_Ro5_Str_Thrown,B_Ro5_Takedowns_Landed,B_Ro5_Takedowns_Attempted,B_Ro5_Sub_Attempted,B_Ro5_Passes,B_Ro5_Reversals,B_Ro5_Sig_Str_Head_Landed,B_Ro5_Sig_Str_Head_Attempted,B_Ro5_Sig_Str_Body_Landed,B_Ro5_Sig_Str_Body_Attempted,B_Ro5_Sig_Str_Leg_Landed,B_Ro5_Sig_Str_Leg_Attempted,B_Ro5_Sig_Str_Distance_Landed,B_Ro5_Sig_Str_Distance_Attempted,B_Ro5_Sig_Str_Clinch_Landed,B_Ro5_Sig_Str_Clinch_Attempted,B_Ro5_Sig_Str_Ground_Landed,B_Ro5_Sig_Str_Ground_Attempted
UFC 237: Namajunas vs. Andrade,May 11 2019,Rio de Janeiro Rio de Janeiro Brazil,True,Marc Goddard,KO/TKO,Jessica Andrade,Women's Strawweight,Rose Namajunas,1,55,125,55,125,0,2,1,1,0,54,124,1,1,0,0,50,119,3,3,2,3,1,30,67,30,67,0,1,1,1,0,29,66,1,1,0,0,25,61,3,3,2,3,0,25,58,25,58,0,1,0,0,0,25,58,0,0,0,0,25,58,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Andrade,0,47,105,49,107,2,4,0,0,0,17,68,11,17,19,20,41,98,5,6,1,1,0,24,50,25,51,1,3,0,0,0,6,29,5,8,13,13,20,45,4,5,0,0,0,23,55,24,56,1,1,0,0,0,11,39,6,9,6,7,21,53,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 237: Namajunas vs. Andrade,May 11 2019,Rio de Janeiro Rio de Janeiro Brazil,False,Herb Dean,KO/TKO,Jared Cannonier,Middleweight,Jared Cannonier,1,17,31,18,32,0,0,0,0,0,5,16,2,3,10,12,14,27,3,4,0,0,1,17,31,18,32,0,0,0,0,0,5,16,2,3,10,12,14,27,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anderson Silva,0,8,15,8,15,0,0,0,0,0,1,6,3,4,4,5,7,14,1,1,0,0,0,8,15,8,15,0,0,0,0,0,1,6,3,4,4,5,7,14,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 237: Namajunas vs. Andrade,May 11 2019,Rio de Janeiro Rio de Janeiro Brazil,False,Marc Goddard,U-DEC,Alexander Volkanovski,Featherweight,Jose Aldo,0,29,79,39,90,0,1,0,0,0,19,63,7,12,3,4,26,76,3,3,0,0,0,8,23,8,23,0,0,0,0,0,3,15,3,5,2,3,8,23,0,0,0,0,0,12,33,19,41,0,1,0,0,0,9,27,2,5,1,1,11,32,1,1,0,0,0,9,23,12,26,0,0,0,0,0,7,21,2,2,0,0,7,21,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Volkanovski,0,95,176,129,215,0,3,0,0,0,28,93,17,24,50,59,67,147,28,29,0,0,0,20,49,22,51,0,1,0,0,0,4,21,3,10,13,18,20,49,0,0,0,0,0,39,66,46,74,0,0,0,0,0,10,34,8,8,21,24,29,56,10,10,0,0,0,36,61,61,90,0,2,0,0,0,14,38,6,6,16,17,18,42,18,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 237: Namajunas vs. Andrade,May 11 2019,Rio de Janeiro Rio de Janeiro Brazil,False,Osiris Maia,U-DEC,Laureano Staropoli,Welterweight,Thiago Alves,0,58,147,59,148,1,3,0,0,0,27,107,5,10,26,30,54,141,4,6,0,0,0,10,24,10,24,0,0,0,0,0,4,15,1,2,5,7,10,24,0,0,0,0,0,19,59,19,59,0,0,0,0,0,7,42,3,6,9,11,18,57,1,2,0,0,0,29,64,30,65,1,3,0,0,0,16,50,1,2,12,12,26,60,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laureano Staropoli,0,54,202,57,205,1,1,0,0,0,37,167,15,31,2,4,53,199,1,3,0,0,0,13,55,13,55,0,0,0,0,0,7,41,4,10,2,4,13,55,0,0,0,0,0,19,68,22,71,1,1,0,0,0,13,57,6,11,0,0,18,65,1,3,0,0,0,22,79,22,79,0,0,0,0,0,17,69,5,10,0,0,22,79,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 237: Namajunas vs. Andrade,May 11 2019,Rio de Janeiro Rio de Janeiro Brazil,False,Eduardo Herdy,SUB,Irene Aldana,Women's Bantamweight,Irene Aldana,0,83,247,84,248,0,0,1,1,0,67,224,11,17,5,6,80,243,3,3,0,1,0,21,81,22,82,0,0,0,0,0,18,78,1,1,2,2,21,81,0,0,0,0,0,31,96,31,96,0,0,0,0,0,23,83,6,10,2,3,28,93,3,3,0,0,0,31,70,31,70,0,0,1,1,0,26,63,4,6,1,1,31,69,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bethe Correia,0,81,196,81,196,0,2,0,0,0,43,141,18,32,20,23,80,195,1,1,0,0,0,16,49,16,49,0,0,0,0,0,7,35,6,10,3,4,16,49,0,0,0,0,0,39,82,39,82,0,1,0,0,0,20,57,11,16,8,9,38,81,1,1,0,0,0,26,65,26,65,0,1,0,0,0,16,49,1,6,9,10,26,65,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 237: Namajunas vs. Andrade,May 11 2019,Rio de Janeiro Rio de Janeiro Brazil,False,Herb Dean,KO/TKO,Ryan Spann,Light Heavyweight,Rogerio Nogueira,0,6,24,6,24,0,0,0,0,0,6,24,0,0,0,0,6,24,0,0,0,0,0,6,24,6,24,0,0,0,0,0,6,24,0,0,0,0,6,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Spann,1,13,32,13,32,1,2,1,1,0,11,30,1,1,1,1,10,29,0,0,3,3,1,13,32,13,32,1,2,1,1,0,11,30,1,1,1,1,10,29,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 237: Namajunas vs. Andrade,May 11 2019,Rio de Janeiro Rio de Janeiro Brazil,False,Marc Goddard,U-DEC,Thiago Moises,Lightweight,Thiago Moises,0,66,102,115,160,4,6,1,4,0,59,92,2,4,5,6,28,53,8,11,30,38,0,20,33,28,44,1,1,0,1,0,17,29,0,1,3,3,10,18,2,3,8,12,0,18,32,19,34,1,2,0,0,0,17,29,0,1,1,2,14,26,3,5,1,1,0,28,37,68,82,2,3,1,3,0,25,34,2,2,1,1,4,9,3,3,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kurt Holobaugh,0,39,115,108,189,2,6,0,0,0,16,82,21,30,2,3,24,93,14,21,1,1,0,11,37,42,71,0,1,0,0,0,7,32,3,3,1,2,11,37,0,0,0,0,0,24,66,46,90,0,1,0,0,0,6,39,17,26,1,1,11,46,13,20,0,0,0,4,12,20,28,2,4,0,0,0,3,11,1,1,0,0,2,10,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 237: Namajunas vs. Andrade,May 11 2019,Rio de Janeiro Rio de Janeiro Brazil,False,Osiris Maia,KO/TKO,Warlley Alves,Welterweight,Warlley Alves,1,72,157,72,157,0,0,0,0,0,36,107,10,14,26,36,70,154,2,3,0,0,0,10,31,10,31,0,0,0,0,0,2,14,1,3,7,14,10,31,0,0,0,0,0,24,57,24,57,0,0,0,0,0,10,42,2,3,12,12,24,56,0,1,0,0,1,38,69,38,69,0,0,0,0,0,24,51,7,8,7,10,36,67,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Moraes,0,20,62,20,62,0,0,0,0,0,12,52,7,9,1,1,19,59,1,3,0,0,0,9,21,9,21,0,0,0,0,0,6,18,2,2,1,1,9,20,0,1,0,0,0,5,20,5,20,0,0,0,0,0,2,15,3,5,0,0,4,19,1,1,0,0,0,6,21,6,21,0,0,0,0,0,4,19,2,2,0,0,6,20,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 237: Namajunas vs. Andrade,May 11 2019,Rio de Janeiro Rio de Janeiro Brazil,False,Herb Dean,U-DEC,Clay Guida,Lightweight,BJ Penn,0,64,177,74,188,0,0,0,0,0,56,164,8,12,0,1,54,165,10,12,0,0,0,23,69,23,69,0,0,0,0,0,20,63,3,6,0,0,23,69,0,0,0,0,0,21,57,26,63,0,0,0,0,0,18,52,3,4,0,1,19,55,2,2,0,0,0,20,51,25,56,0,0,0,0,0,18,49,2,2,0,0,12,41,8,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clay Guida,0,80,208,113,242,1,2,0,0,0,52,170,13,21,15,17,64,177,16,31,0,0,0,21,69,21,69,0,0,0,0,0,12,55,1,5,8,9,21,68,0,1,0,0,0,27,68,41,83,1,2,0,0,0,17,54,5,9,5,5,22,59,5,9,0,0,0,32,71,51,90,0,0,0,0,0,23,61,7,7,2,3,21,50,11,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 237: Namajunas vs. Andrade,May 11 2019,Rio de Janeiro Rio de Janeiro Brazil,False,Fernando Portella,U-DEC,Luana Carolina,Women's Flyweight,Luana Carolina,1,111,231,126,251,0,0,3,1,2,75,180,31,46,5,5,82,181,21,40,8,10,0,28,57,29,59,0,0,0,0,0,14,38,10,15,4,4,18,39,10,18,0,0,1,37,72,51,90,0,0,3,1,2,28,59,9,13,0,0,21,48,8,14,8,10,0,46,102,46,102,0,0,0,0,0,33,83,12,18,1,1,43,94,3,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priscila Cachoeira,0,69,149,69,149,0,2,0,0,2,39,103,21,34,9,12,55,125,13,23,1,1,0,18,40,18,40,0,2,0,0,0,10,31,5,5,3,4,14,34,3,5,1,1,0,14,34,14,34,0,0,0,0,2,9,27,4,5,1,2,10,27,4,7,0,0,0,37,75,37,75,0,0,0,0,0,20,45,12,24,5,6,31,64,6,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 237: Namajunas vs. Andrade,May 11 2019,Rio de Janeiro Rio de Janeiro Brazil,False,Eduardo Herdy,KO/TKO,Raoni Barcelos,Bantamweight,Raoni Barcelos,1,59,123,70,137,0,1,1,3,0,52,113,3,4,4,6,23,72,1,1,35,50,0,15,55,15,55,0,0,0,0,0,10,49,3,3,2,3,15,55,0,0,0,0,1,44,68,55,82,0,1,1,3,0,42,64,0,1,2,3,8,17,1,1,35,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Huachin,0,20,127,20,127,0,0,0,0,0,17,120,2,6,1,1,19,124,1,3,0,0,0,14,95,14,95,0,0,0,0,0,11,89,2,5,1,1,14,95,0,0,0,0,0,6,32,6,32,0,0,0,0,0,6,31,0,1,0,0,5,29,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 237: Namajunas vs. Andrade,May 11 2019,Rio de Janeiro Rio de Janeiro Brazil,False,Fernando Portella,KO/TKO,Viviane Araujo,Women's Bantamweight,Talita Bernardo,0,46,136,51,141,0,3,0,0,0,28,112,8,12,10,12,45,134,1,2,0,0,0,17,59,17,59,0,1,0,0,0,9,49,4,4,4,6,17,59,0,0,0,0,0,24,60,29,65,0,2,0,0,0,16,49,4,7,4,4,23,58,1,2,0,0,0,5,17,5,17,0,0,0,0,0,3,14,0,1,2,2,5,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viviane Araujo,1,61,115,66,120,3,3,0,3,0,34,79,9,14,18,22,57,111,0,0,4,4,0,25,56,27,58,1,1,0,3,0,12,41,4,5,9,10,25,56,0,0,0,0,0,27,43,30,46,2,2,0,0,0,15,25,3,6,9,12,23,39,0,0,4,4,1,9,16,9,16,0,0,0,0,0,7,13,2,3,0,0,9,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Iaquinta vs. Cowboy,May 04 2019,Ottawa Ontario Canada,False,Jerin Valel,U-DEC,Donald Cerrone,Lightweight,Al Iaquinta,0,90,223,90,223,0,5,0,0,0,49,165,23,38,18,20,90,223,0,0,0,0,0,19,58,19,58,0,1,0,0,0,10,42,6,12,3,4,19,58,0,0,0,0,0,24,59,24,59,0,0,0,0,0,11,41,5,9,8,9,24,59,0,0,0,0,0,18,39,18,39,0,1,0,0,0,9,29,5,6,4,4,18,39,0,0,0,0,0,9,20,9,20,0,1,0,0,0,6,15,3,5,0,0,9,20,0,0,0,0,0,20,47,20,47,0,2,0,0,0,13,38,4,6,3,3,20,47,0,0,0,0,Donald Cerrone,2,138,361,140,363,0,0,0,0,0,87,302,17,25,34,34,129,344,3,3,6,14,0,20,45,20,45,0,0,0,0,0,12,35,3,5,5,5,20,45,0,0,0,0,0,21,68,21,68,0,0,0,0,0,11,57,3,4,7,7,21,68,0,0,0,0,1,28,78,29,79,0,0,0,0,0,15,64,6,7,7,7,25,69,0,0,3,9,1,26,72,27,73,0,0,0,0,0,17,61,3,5,6,6,21,65,3,3,2,4,0,43,98,43,98,0,0,0,0,0,32,85,2,4,9,9,42,97,0,0,1,1
UFC Fight Night: Iaquinta vs. Cowboy,May 04 2019,Ottawa Ontario Canada,False,Todd Ronald Anderson,U-DEC,Derek Brunson,Middleweight,Derek Brunson,0,56,94,65,103,4,9,0,5,0,34,62,11,17,11,15,45,82,6,7,5,5,0,14,24,16,26,2,3,0,4,0,11,18,2,4,1,2,6,15,3,4,5,5,0,22,37,26,41,0,1,0,0,0,10,21,6,7,6,9,20,35,2,2,0,0,0,20,33,23,36,2,5,0,1,0,13,23,3,6,4,4,19,32,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elias Theodorou,0,65,170,87,194,0,1,0,0,0,16,88,27,34,22,48,53,150,12,20,0,0,0,16,42,25,51,0,0,0,0,0,1,17,11,12,4,13,9,33,7,9,0,0,0,25,68,34,79,0,1,0,0,0,5,33,9,13,11,22,24,63,1,5,0,0,0,24,60,28,64,0,0,0,0,0,10,38,7,9,7,13,20,54,4,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Iaquinta vs. Cowboy,May 04 2019,Ottawa Ontario Canada,False,Yves Lavigne,S-DEC,Shane Burgos,Featherweight,Cub Swanson,0,129,256,132,260,0,2,0,0,0,66,167,14,26,49,63,113,239,11,12,5,5,0,37,73,37,73,0,0,0,0,0,18,42,5,11,14,20,37,73,0,0,0,0,0,43,96,43,96,0,0,0,0,0,26,73,5,9,12,14,41,94,2,2,0,0,0,49,87,52,91,0,2,0,0,0,22,52,4,6,23,29,35,72,9,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shane Burgos,0,134,268,147,282,0,0,0,0,0,82,208,18,25,34,35,128,260,6,8,0,0,0,41,81,41,81,0,0,0,0,0,24,60,5,9,12,12,40,80,1,1,0,0,0,48,95,48,95,0,0,0,0,0,31,75,5,7,12,13,48,95,0,0,0,0,0,45,92,58,106,0,0,0,0,0,27,73,8,9,10,10,40,85,5,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Iaquinta vs. Cowboy,May 04 2019,Ottawa Ontario Canada,False,Kevin MacDonald,U-DEC,Merab Dvalishvili,Bantamweight,Brad Katona,0,32,56,43,70,0,0,0,0,0,21,41,4,5,7,10,17,36,12,16,3,4,0,16,29,20,34,0,0,0,0,0,10,19,0,1,6,9,11,20,5,9,0,0,0,8,11,12,15,0,0,0,0,0,5,8,2,2,1,1,1,4,5,5,2,2,0,8,16,11,21,0,0,0,0,0,6,14,2,2,0,0,5,12,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merab Dvalishvili,0,55,102,215,274,5,9,0,3,0,43,85,6,10,6,7,24,65,4,5,27,32,0,25,54,49,80,2,2,0,1,0,19,43,3,7,3,4,14,40,1,2,10,12,0,7,10,114,122,2,3,0,1,0,6,9,1,1,0,0,3,5,0,0,4,5,0,23,38,52,72,1,4,0,1,0,18,33,2,2,3,3,7,20,3,3,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Iaquinta vs. Cowboy,May 04 2019,Ottawa Ontario Canada,False,Jerin Valel,KO/TKO,Walt Harris,Heavyweight,Walt Harris,1,17,28,17,28,0,0,0,0,0,17,27,0,1,0,0,9,18,3,4,5,6,1,17,28,17,28,0,0,0,0,0,17,27,0,1,0,0,9,18,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serghei Spivac,0,1,3,1,3,0,0,0,0,0,0,2,0,0,1,1,1,3,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,2,0,0,1,1,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
